date,link,tag,text
2016-08-08T00:02:00Z,52662,"внешняя политика,Азербайджан,Иран","Владимир Путин прибыл в Баку для участия во встрече глав Азербайджана, Ирана и России"
2016-08-08T00:03:00Z,52663,"внешняя политика,Азербайджан",Встреча с Президентом Азербайджана Ильхамом Алиевым
2016-08-08T00:04:00Z,52664,"внешняя политика,Иран",Встреча с Президентом Ирана Хасаном Рухани
2016-08-08T00:05:00Z,52666,"внешняя политика,Азербайджан,Иран","Трёхсторонняя встреча глав Азербайджана, Ирана и России"
2016-08-09T00:01:00Z,52672,"",10 августа Владимир Путин и Премьер-министр Индии Нарендра Моди примут участие в церемонии передачи первого энергоблока АЭС «Куданкулам» индийскому народу
2016-08-09T00:02:00Z,52671,"внешняя политика,Турция,Санкт-Петербург",Встреча с Президентом Турции Реджепом Тайипом Эрдоганом
2016-08-09T00:03:00Z,52673,"внешняя политика,Турция,Санкт-Петербург",Пресс-конференция по итогам переговоров с Президентом Турции Реджепом Тайипом Эрдоганом
2016-08-09T00:04:00Z,52675,"внешняя политика,поддержка предпринимательства",Встреча с представителями деловых кругов России и Турции
2016-08-09T00:05:00Z,52676,"внешняя политика,Великобритания",Телефонный разговор с Премьер-министром Великобритании Терезой Мэй
2016-08-10T00:01:00Z,52679,"внешняя политика,энергетика,Индия",Церемония передачи Индии первого энергоблока АЭС «Куданкулам»
2016-08-10T00:02:00Z,52680,"промышленность,социальная сфера,школа",Совещание с членами Правительства
2016-08-10T00:03:00Z,52681,культура,Соболезнования в связи с кончиной Эрнста Неизвестного
2016-08-10T00:04:00Z,52683,"внешняя политика,Армения",Встреча с Президентом Армении Сержем Саргсяном
2016-08-10T00:05:00Z,52684,"внешняя политика,Армения",Пресс-конференция по итогам переговоров с Президентом Армении Сержем Саргсяном
2016-08-11T00:01:00Z,52685,"национальная безопасность,Азербайджан,Армения,Иран,Турция,Республика Крым",Совещание с постоянными членами Совета Безопасности
2016-08-12T00:01:00Z,52691,госслужба,Встреча с Сергеем Ивановым и Антоном Вайно
2016-08-12T00:02:00Z,52688,госслужба,"Сергей Иванов назначен спецпредставителем Президента по вопросам природоохранной деятельности, экологии и транспорта"
2016-08-12T00:03:00Z,52689,госслужба,Антон Вайно назначен Руководителем Администрации Президента
2016-08-12T00:04:00Z,52690,"госслужба,национальная безопасность",Внесены изменения в состав Совета Безопасности
2016-08-12T00:05:00Z,52692,госслужба,Владимир Островенко назначен заместителем Руководителя Администрации Президента
2016-08-13T00:01:00Z,52698,Куба,Телефонный разговор с Фиделем Кастро
2016-08-15T00:01:00Z,52706,"внешняя политика,Казахстан",16 августа Владимир Путин встретится с Президентом Казахстана Нурсултаном Назарбаевым
2016-08-15T00:02:00Z,52713,"регионы,транспорт,Волгоградская область",Заседание президиума Госсовета по вопросу развития внутренних водных путей
2016-08-15T00:03:00Z,52714,"регионы,транспорт,Волгоградская область",Осмотр нового терминала международного аэропорта Волгограда
2016-08-16T00:01:00Z,52717,"внешняя политика,Казахстан,Краснодарский край",Встреча с Президентом Казахстана Нурсултаном Назарбаевым
2016-08-17T00:01:00Z,52722,"переселение из аварийного жилья,регионы,энергоэффективность,Республика Коми",Рабочая встреча с врио Главы Республики Коми Сергеем Гапликовым
2016-08-18T00:01:00Z,52725,"регионы,Магаданская область",Рабочая встреча с губернатором Магаданской области Владимиром Печеным
2016-08-19T00:01:00Z,52728,"госслужба,Республика Крым",Встреча с Дмитрием Медведевым
2016-08-19T00:02:00Z,52729,"борьба с терроризмом,внешняя политика,госслужба,Республика Крым",Совещание с постоянными членами Совета Безопасности
2016-08-19T00:03:00Z,52730,"культура,Республика Крым",Посещение молодёжного форума «Таврида»
2016-08-19T00:04:00Z,52731,"регионы,социальная сфера,экономика и финансы,Республика Крым",Встреча с руководителями Республики Крым и Севастополя
2016-08-21T00:01:00Z,52738,"борьба с терроризмом,внешняя политика,Турция",Соболезнования Президенту Турции Реджепу Тайипу Эрдогану
2016-08-22T00:01:00Z,52747,"регионы,Архангельская область",Рабочая встреча с губернатором Архангельской области Игорем Орловым
2016-08-23T00:01:00Z,52748,"промышленность,регионы",Рабочая встреча с губернатором Свердловской области Евгением Куйвашевым
2016-08-23T00:02:00Z,52749,"внешняя политика,Германия,Франция",Телефонный разговор с Ангелой Меркель и Франсуа Олландом
2016-08-23T00:03:00Z,52750,"внешняя политика,Израиль",Телефонный разговор с Премьер-министром Израиля Биньямином Нетаньяху
2016-08-24T00:01:00Z,52751,"внешняя политика,Италия",Соболезнования Председателю Совета министров Италии Маттео Ренци
2016-08-24T00:02:00Z,52753,"внешняя политика,Словакия",25 августа Владимир Путин встретится с Председателем Правительства Словакии Робертом Фицо
2016-08-24T00:03:00Z,52754,"земельные отношения,регионы,сельское хозяйство,Московская область",Рабочая встреча с губернатором Московской области Андреем Воробьёвым
2016-08-25T00:01:00Z,52765,"госнаграды,спорт",Награждение победителей Олимпиады-2016
2016-08-25T00:02:00Z,52767,"внешняя политика,Словакия",Встреча с премьер-министром Словакии Робертом Фицо
2016-08-26T00:01:00Z,52768,"регионы,сельское хозяйство,социальная сфера,спорт,экономика и финансы,Чеченская Республика",Рабочая встреча с врио Главы Чечни Рамзаном Кадыровым
2016-08-26T00:02:00Z,52769,"регионы,туризм,Алтайский край",Заседание президиума Госсовета о повышении инвестиционной привлекательности российских курортов
2016-08-26T00:03:00Z,52771,"внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2016-08-29T00:01:00Z,52776,"внешняя политика,национальная безопасность",Совещание с постоянными членами Совета Безопасности
2016-08-30T00:01:00Z,52777,"регионы,транспорт,Ростовская область",Рабочая встреча с губернатором Ростовской области Василием Голубевым
2016-08-30T00:02:00Z,52778,внешняя политика,С 1 по 3 сентября Владимир Путин совершит рабочую поездку в Приморский край
2016-08-30T00:03:00Z,52779,"«большая двадцатка»,внешняя политика,Китай",С 3 по 5 сентября Президент России посетит Китай
2016-08-30T00:04:00Z,52780,"регионы,Забайкальский край",Рабочая встреча с врио губернатора Забайкальского края Натальей Ждановой
2016-08-31T00:01:00Z,52781,"государственные финансы,профсоюзы,рынок труда",Встреча с председателем Федерации независимых профсоюзов России Михаилом Шмаковым
2016-08-31T00:02:00Z,52782,"регионы,школа,Приморский край",Посещение филиала Нахимовского военно-морского училища во Владивостоке
2016-08-31T00:03:00Z,52785,"внешняя политика,Киргизия",Поздравление Алмазбеку Атамбаеву и всем гражданам Киргизии с 25-й годовщиной провозглашения независимости страны
2016-08-31T00:04:00Z,52784,"регионы,Приморский край",Рабочая встреча с губернатором Приморского края Владимиром Миклушевским
2016-09-01T00:01:00Z,52790,"внешняя политика,Узбекистан",Поздравление Исламу Каримову и всем гражданам Узбекистана с 25-й годовщиной провозглашения независимости страны
2016-09-01T00:02:00Z,52791,"профессиональное образование,регионы,Приморский край",В День знаний Владимир Путин посетил гимназию во Владивостоке
2016-09-01T00:03:00Z,52792,"промышленность,регионы,Приморский край",Посещение судостроительного комплекса «Звезда»
2016-09-01T00:04:00Z,52795,"промышленность,регионы,Приморский край",Совещание по развитию судостроения
2016-09-02T00:01:00Z,52797,"инвестиции,регионы,Приморский край",Осмотр выставочной экспозиции территорий опережающего развития и свободного порта Владивосток
2016-09-02T00:02:00Z,52800,"промышленность,транспорт",Осмотр быстроходного пассажирского судна нового образца
2016-09-02T00:03:00Z,52798,инвестиции,Встреча с перспективными инвесторами Дальневосточного федерального округа
2016-09-02T00:04:00Z,52803,"внешняя политика,Япония",Встреча с Премьер-министром Японии Синдзо Абэ
2016-09-02T00:05:00Z,52804,"регионы,Приморский край",Совещание по вопросу о паводковой ситуации на Дальнем Востоке
2016-09-02T00:06:00Z,52805,"внешняя политика,Узбекистан",Соболезнования в связи с кончиной Президента Узбекистана Ислама Каримова
2016-09-03T00:01:00Z,52806,"регионы,Приморский край",Посещение Приморского океанариума
2016-09-03T00:02:00Z,52808,"особые экономические зоны,регионы,экономика и финансы,Приморский край",Восточный экономический форум
2016-09-03T00:03:00Z,52809,внешняя политика,Встреча с Президентом Республики Корея Пак Кын Хе
2016-09-03T00:04:00Z,52815,"внешняя политика,экономика и финансы,Китай",Владимир Путин прибыл в Китай
2016-09-03T00:05:00Z,52816,"«большая двадцатка»,внешняя политика,Турция",Встреча с Президентом Турции Реджепом Тайипом Эрдоганом
2016-09-03T00:06:00Z,52817,культура,Приветствие участникам и гостям международного конкурса «Новая волна»
2016-09-04T00:01:00Z,52819,"БРИКС,внешняя политика",Неформальная встреча лидеров стран БРИКС
2016-09-04T00:02:00Z,52820,"внешняя политика,Китай",Встреча с Председателем КНР Си Цзиньпином
2016-09-04T00:03:00Z,52821,промышленность,Поздравление работникам и ветеранам нефтяной и газовой промышленности
2016-09-04T00:04:00Z,52822,"внешняя политика,Великобритания",Встреча с Премьер-министром Великобритании Терезой Мэй
2016-09-04T00:05:00Z,52824,"«большая двадцатка»,внешняя политика,Китай",Саммит «Группы двадцати»
2016-09-04T00:06:00Z,52825,"внешняя политика,Саудовская Аравия",Встреча с преемником Наследного принца Саудовской Аравии Мухаммадом бен Сальманом
2016-09-04T00:07:00Z,52826,"внешняя политика,Франция",Встреча с Президентом Франции Франсуа Олландом
2016-09-04T00:08:00Z,52827,"внешняя политика,Германия",Встреча с канцлером Германии Ангелой Меркель
2016-09-05T00:01:00Z,52829,"внешняя политика,Соединённые Штаты Америки",Встреча с Президентом США Бараком Обамой
2016-09-05T00:02:00Z,52831,"внешняя политика,Бахрейн",6 сентября Президент встретится Королём Бахрейна Хамадом Бен Исой Аль Халифой
2016-09-05T00:03:00Z,52830,"",Интервью международному информационному холдингу Bloomberg
2016-09-05T00:04:00Z,52828,"«большая двадцатка»,внешняя политика,Китай",Второй день саммита «Группы двадцати»
2016-09-05T00:05:00Z,52832,"внешняя политика,Египет",Встреча с Президентом Египта Абдельфаттахом Сиси
2016-09-05T00:06:00Z,52833,"внешняя политика,Аргентина",Встреча с Президентом Аргентины Маурисио Макри
2016-09-05T00:07:00Z,52834,"внешняя политика,Китай",Ответы на вопросы журналистов
2016-09-06T00:01:00Z,52838,"внешняя политика,Узбекистан",Визит в Узбекистан
2016-09-06T00:02:00Z,52839,"внешняя политика,Узбекистан",Беседа с Премьер-министром Узбекистана Шавкатом Мирзиёевым
2016-09-06T00:03:00Z,52841,партии,Встреча с фракцией «Единая Россия» и экспертами
2016-09-06T00:04:00Z,52842,"внешняя политика,Бахрейн",Встреча с Королём Бахрейна Хамадом Бен Исой Аль Халифой
2016-09-07T00:01:00Z,52843,экология,Совещание с членами Правительства
2016-09-08T00:01:00Z,52846,госслужба,Владислав Китаев назначен руководителем протокола Президента
2016-09-08T00:02:00Z,52852,"Вооружённые Силы,регионы,Тульская область",Совещание по вопросам использования потенциала ОПК в производстве высокотехнологичной продукции гражданского назначения
2016-09-08T00:03:00Z,52856,Тульская область,Посещение Тульского суворовского военного училища
2016-09-08T00:04:00Z,52858,"регионы,Тульская область",Встреча с представителями общественности Тульской области
2016-09-08T00:05:00Z,52860,"внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2016-09-09T00:01:00Z,52861,"госслужба,дети",Павел Астахов освобождён от должности Уполномоченного при Президенте по правам ребёнка
2016-09-09T00:02:00Z,52862,"госслужба,дети",Анна Кузнецова назначена Уполномоченным при Президенте по правам ребёнка
2016-09-09T00:03:00Z,52865,"внешняя политика,Таджикистан",Поздравление Президенту Таджикистана Эмомали Рахмону с 25-летием провозглашения независимости страны
2016-09-09T00:04:00Z,52866,"Вооружённые Силы,национальная безопасность",Совещание по основным параметрам госпрограммы вооружения на 2018–2025 годы
2016-09-10T00:01:00Z,52869,"транспорт,Москва",Открытие Московского центрального кольца
2016-09-10T00:02:00Z,52870,Москва,Владимир Путин поздравил москвичей с Днём города
2016-09-10T00:03:00Z,52872,регионы,Поездка в Новгородскую область
2016-09-12T00:01:00Z,52875,религия,Владимир Путин поздравил мусульман России с праздником Курбан-байрам
2016-09-12T00:02:00Z,52877,национальная безопасность,Совещание с постоянными членами Совета Безопасности
2016-09-12T00:03:00Z,52878,энергетика,Встреча с главой госкорпорации «Росатом» Сергеем Кириенко
2016-09-12T00:04:00Z,52880,Приморский край,МЧС России поручено ускорить работы по устранению последствий наводнения в Приморье
2016-09-12T00:05:00Z,52879,энергетика,Встреча с президентом компании «Транснефть» Николаем Токаревым
2016-09-13T00:01:00Z,52884,"государственные финансы,социальная сфера",Встреча с Министром труда и социальной защиты Максимом Топилиным
2016-09-13T00:02:00Z,52885,государственные финансы,Встреча с главой Центробанка Эльвирой Набиуллиной
2016-09-14T00:01:00Z,52887,"внешняя политика,СНГ,Киргизия",16 сентября Владимир Путин примет участие в заседании Совета глав государств – участников СНГ
2016-09-14T00:02:00Z,52889,транспорт,Рабочая встреча с Министром транспорта Максимом Соколовым
2016-09-14T00:03:00Z,52891,спорт,Встреча с президентом Олимпийского комитета России Александром Жуковым
2016-09-15T00:01:00Z,52898,"культура,регионы,транспорт,Республика Крым",Заседание президиума Госсовета по вопросам развития транспортной системы Юга России
2016-09-15T00:02:00Z,52900,"регионы,транспорт,Республика Крым",Осмотр участка строительства Крымского моста
2016-09-15T00:03:00Z,52899,"",Обращение к гражданам России в преддверии выборов в Государственную Думу
2016-09-16T00:01:00Z,52901,"внешняя политика,Израиль",Телефонный разговор с Премьер-министром Израиля Биньямином Нетаньяху
2016-09-16T00:02:00Z,52902,"внешняя политика,СНГ,Киргизия",Заседание Совета глав государств – участников СНГ
2016-09-17T00:01:00Z,52905,"внешняя политика,Киргизия",Встреча с Президентом Киргизии Алмазбеком Атамбаевым
2016-09-17T00:02:00Z,52906,"внешняя политика,Киргизия",Возложение венков к мемориалам в Киргизии
2016-09-17T00:03:00Z,52907,"внешняя политика,Киргизия",Ответы на вопросы журналистов
2016-09-18T00:01:00Z,52908,"",Владимир Путин проголосовал на выборах депутатов Государственной Думы
2016-09-18T00:02:00Z,52910,"",Посещение штаба партии «Единая Россия»
2016-09-19T00:01:00Z,52913,"демография,социальная сфера",Совещание с членами Правительства
2016-09-19T00:02:00Z,52915,спорт,Встреча с паралимпийской сборной России по летним видам спорта
2016-09-19T00:03:00Z,52916,наука и инновации,Встреча с учёными – получателями мегагрантов на научные исследования
2016-09-20T00:01:00Z,52921,"",Встреча с рабочими концерна «Калашников»
2016-09-20T00:02:00Z,52920,"национальная безопасность,промышленность",Заседание Военно-промышленной комиссии
2016-09-21T00:01:00Z,52922,"",Президент подписал Указ о присвоении звания Героя России (посмертно) Магомеду Нурбагандову
2016-09-21T00:02:00Z,52923,"внешняя политика,Армения",Поздравление Президенту Республики Армения Сержу Саргсяну с Днём независимости республики
2016-09-21T00:03:00Z,52928,"регионы,энергетика,Ямало-Ненецкий автономный округ",Запуск Восточно-Мессояхского месторождения
2016-09-21T00:04:00Z,52929,"поддержка предпринимательства,транспорт",Заседание Совета по стратегическому развитию и приоритетным проектам
2016-09-21T00:05:00Z,52933,"Вооружённые Силы,Республика Дагестан",Встреча с родителями Магомеда Нурбагандова
2016-09-21T00:06:00Z,52934,"внешняя политика,экономика и финансы,энергетика,Германия","Встреча с вице-канцлером, министром экономики и энергетики Германии Зигмаром Габриэлем"
2016-09-21T00:07:00Z,52935,"внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2016-09-22T00:01:00Z,52936,"",Поздравление работникам и ветеранам атомной промышленности
2016-09-22T00:02:00Z,52941,госнаграды,Вручение государственных наград
2016-09-22T00:03:00Z,52947,"государственные финансы,национальная безопасность,регионы",Заседание Совета Безопасности
2016-09-22T00:04:00Z,52948,госслужба,Встреча с Сергеем Нарышкиным и Михаилом Фрадковым
2016-09-22T00:05:00Z,52949,госслужба,Указ «О Фрадкове М.Е.»
2016-09-22T00:06:00Z,52950,госслужба,Указ о директоре Службы внешней разведки
2016-09-22T00:07:00Z,52951,внешняя политика,Встреча с Президентом Республики Сербской Боснии и Герцеговины Милорадом Додиком
2016-09-22T00:08:00Z,52952,спорт,Встреча с командой «КамАЗ-мастер»
2016-09-23T00:01:00Z,52955,"госслужба,партии,регионы",Встреча с Председателем Центризбиркома Эллой Памфиловой и членами ЦИК
2016-09-23T00:02:00Z,52956,госслужба,Встреча с главой МЧС Владимиром Пучковым
2016-09-23T00:03:00Z,52957,партии,"Встреча с лидерами партий, прошедших по итогам выборов в Госдуму"
2016-09-23T00:04:00Z,52959,"партии,регионы",Встреча с вновь избранными главами ряда регионов России
2016-09-23T00:05:00Z,52961,"госслужба,партии",Подписан Указ о первом заседании Госдумы нового созыва
2016-09-23T00:06:00Z,52966,правоохранительные органы,Кадровые изменения в системе МВД России
2016-09-24T00:01:00Z,52968,спорт,Награждение победителей второго этапа Черноморской парусной регаты
2016-09-26T00:01:00Z,52969,"регионы,экономика и финансы",Совещание по вопросам совершенствования межбюджетных отношений
2016-09-27T00:01:00Z,52972,"внешняя политика,Болгария",Телефонный разговор с Премьер-министром Болгарии Бойко Борисовым
2016-09-27T00:02:00Z,52973,банки,Встреча с президентом – председателем правления банка ВТБ Андреем Костиным
2016-09-27T00:03:00Z,52974,сельское хозяйство,Рабочая встреча с главой Минсельхоза Александром Ткачёвым
2016-09-28T00:01:00Z,52976,"внешняя политика,Израиль",Соболезнования в связи с кончиной Шимона Переса
2016-09-28T00:02:00Z,52978,"государственные финансы,экономика и финансы",Совещание по вопросам формирования бюджета
2016-09-29T00:01:00Z,52984,"внешняя политика,Италия",Владимир Путин поздравил Сильвио Берлускони с 80-летием
2016-09-29T00:02:00Z,52986,профессиональное образование,Рабочая встреча с Министром образования и науки Ольгой Васильевой
2016-09-29T00:03:00Z,52988,транспорт,Встреча с главой компании «Аэрофлот» Виталием Савельевым
2016-09-29T00:04:00Z,52989,"внешняя политика,Израиль",Телефонный разговор с Премьер-министром Израиля Биньямином Нетаньяху
2016-09-29T00:05:00Z,52990,"внешняя политика,Германия",Телефонный разговор с Федеральным канцлером Германии Ангелой Меркель
2016-09-29T00:06:00Z,52991,Вооружённые Силы,Подписан Указ о призыве на военную службу и увольнении в запас
2016-09-30T00:01:00Z,52996,космос,Встреча с главой Роскосмоса Игорем Комаровым
2016-09-30T00:02:00Z,52997,"внешняя политика,Абхазия",Поздравление с Днём независимости Абхазии
2016-10-01T00:01:00Z,53002,"внешняя политика,Китай",Поздравление Председателю КНР Си Цзиньпину по случаю 67-й годовщины образования Китайской Народной Республики
2016-10-03T00:01:00Z,53006,"внешняя политика,Казахстан",4 октября состоится визит Владимира Путина в Казахстан
2016-10-03T00:02:00Z,53007,"внешняя политика,Германия",Поздравление руководству ФРГ с Днём германского единства
2016-10-03T00:03:00Z,53011,"экология,Оренбургская область",Посещение государственного природного заповедника «Оренбургский»
2016-10-03T00:04:00Z,53012,"поддержка предпринимательства,регионы,Оренбургская область",Встреча с представителями деловых кругов Оренбургской области
2016-10-03T00:05:00Z,53013,"внешняя политика,Казахстан",Владимир Путин прибыл в Казахстан
2016-10-04T00:01:00Z,53016,"внешняя политика,регионы,Казахстан",Встреча с Президентом Казахстана Нурсултаном Назарбаевым
2016-10-04T00:02:00Z,53017,"внешняя политика,экономика и финансы,Казахстан",Российско-казахстанский бизнес-форум
2016-10-04T00:03:00Z,53018,"внешняя политика,транспорт,экономика и финансы,Казахстан",Форум межрегионального сотрудничества России и Казахстана
2016-10-04T00:04:00Z,53021,"внешняя политика,культура,Казахстан",Президенты России и Казахстана посмотрели фильм «28 панфиловцев»
2016-10-05T00:01:00Z,53026,"внешняя политика,Таджикистан",Телефонный разговор с Президентом Таджикистана Эмомали Рахмоном
2016-10-05T00:02:00Z,53027,"национальная безопасность,партии,регионы",Президент выступил на заседании Государственной Думы
2016-10-05T00:03:00Z,53029,госслужба,Сергей Кириенко назначен первым заместителем Руководителя Администрации Президента
2016-10-05T00:04:00Z,53030,"госслужба,национальная безопасность",Встреча с сотрудниками Службы внешней разведки
2016-10-05T00:05:00Z,53033,"госслужба,национальная безопасность",В состав Совета Безопасности внесены изменения
2016-10-05T00:06:00Z,53034,"","6 октября состоится встреча Владимира Путина с Правящим Князем Монако Альбертом II, который посетит Россию по случаю проходящих Дней Монако"
2016-10-05T00:07:00Z,53031,"",Встреча с победителями всероссийского конкурса «Учитель года России – 2016»
2016-10-05T00:08:00Z,53035,промышленность,Алексей Лихачёв назначен генеральным директором Госкорпорации «Росатом»
2016-10-05T00:09:00Z,53036,"",Внесены изменения в состав набсовета Госкорпорации «Росатом»
2016-10-05T00:10:00Z,53039,"внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2016-10-06T00:01:00Z,53043,"внешняя политика,культура,Монако",Владимир Путин и Князь Монако Альберт II открыли выставку «Романовы и Гримальди. Три века истории»
2016-10-06T00:02:00Z,53044,"внешняя политика,Монако",Встреча с правящим Князем Монако Альбертом II
2016-10-06T00:03:00Z,53045,"государственные финансы,пенсии,социальная сфера",Совещание по социально-экономическим вопросам
2016-10-06T00:04:00Z,53046,"внешняя политика,Финляндия",Телефонный разговор с Президентом Финляндии Саули Ниинистё
2016-10-06T00:05:00Z,53047,"госслужба,регионы,Калининградская область",Встреча с Антоном Алихановым
2016-10-06T00:06:00Z,53048,"борьба с терроризмом,внешняя политика,социальная сфера,энергетика",Совещание с постоянными членами Совета Безопасности
2016-10-06T00:07:00Z,53049,"госслужба,регионы,Калининградская область",Антон Алиханов назначен временно исполняющим обязанности губернатора Калининградской области
2016-10-07T00:01:00Z,53053,"",10 октября Владимир Путин примет участие в 23-м Мировом энергетическом конгрессе в Стамбуле
2016-10-08T00:01:00Z,53059,культура,Поздравление Леониду Куравлёву с Днём рождения
2016-10-09T00:01:00Z,53061,сельское хозяйство,Поздравление с Днём работника сельского хозяйства и перерабатывающей промышленности
2016-10-10T00:01:00Z,53062,"внешняя политика,энергетика,Турция",Мировой энергетический конгресс в Стамбуле
2016-10-10T00:02:00Z,53063,"внешняя политика,энергетика,Венесуэла",Встреча с Президентом Венесуэлы Николасом Мадуро
2016-10-10T00:03:00Z,53065,"внешняя политика,Турция",Встреча с Президентом Турции Реджепом Тайипом Эрдоганом
2016-10-11T00:01:00Z,53066,"",14 октября Владимир Путин посетит Армению
2016-10-11T00:02:00Z,53067,"внешняя политика,Индия",15–16 октября Владимир Путин посетит Индию
2016-10-11T00:03:00Z,53069,"регионы,спорт,Владимирская область",Открытие Международного спортивного форума «Россия – спортивная держава»
2016-10-11T00:04:00Z,53070,"спорт,Владимирская область",Заседание Совета по развитию физической культуры и спорта
2016-10-11T00:05:00Z,53071,спорт,Встреча с представителями международных спортивных организаций
2016-10-12T00:01:00Z,53077,экономика и финансы,Инвестиционный форум ВТБ Капитал «Россия зовёт!»
2016-10-12T00:02:00Z,53079,государственные финансы,Совещание с членами Правительства
2016-10-12T00:03:00Z,53080,"внешняя политика,Германия,Франция",Телефонный разговор с Ангелой Меркель и Франсуа Олландом
2016-10-12T00:04:00Z,53081,"внешняя политика,СМИ,Владимирская область",Ответы на вопросы французских журналистов телеканала TF1
2016-10-13T00:01:00Z,53083,культура,Поздравление Марку Захарову с Днём рождения
2016-10-13T00:02:00Z,53082,внешняя политика,Интервью Владимира Путина МИА «Россия сегодня» и информагентству IANS
2016-10-13T00:03:00Z,53085,национальная безопасность,Совещание с постоянными членами Совета Безопасности
2016-10-13T00:04:00Z,53086,"внешняя политика,Таиланд",Соболезнования в связи с кончиной Короля Таиланда Пумипона Адульядета
2016-10-13T00:05:00Z,53087,"внешняя политика,ООН",Телефонный разговор с Антониу Гутеррешем
2016-10-14T00:01:00Z,53089,"внешняя политика,Вооружённые Силы,Сирия",Подписан закон о ратификации Соглашения между Россией и Сирией о размещении авиационной группы ВС России
2016-10-14T00:02:00Z,53091,"борьба с терроризмом,внешняя политика,Армения",Владимир Путин прибыл в Ереван
2016-10-14T00:03:00Z,53093,"борьба с терроризмом,внешняя политика,Армения",Сессия Совета коллективной безопасности ОДКБ
2016-10-15T00:01:00Z,53095,"внешняя политика,Индия",Российско-индийские переговоры
2016-10-15T00:02:00Z,53098,"БРИКС,внешняя политика,Индия,Китай",Встреча с Председателем КНР Си Цзиньпином
2016-10-15T00:03:00Z,53099,"БРИКС,внешняя политика,Индия,Южно-Африканская Республика",Встреча с Президентом ЮАР Джейкобом Зумой
2016-10-15T00:04:00Z,53100,"БРИКС,внешняя политика,спорт,Индия",Встреча с капитанами молодёжных команд чемпионата БРИКС по футболу
2016-10-16T00:01:00Z,53102,"внешняя политика,экономика и финансы,Индия",Встреча лидеров БРИКС с членами Делового совета БРИКС
2016-10-16T00:02:00Z,53101,"внешняя политика,экономика и финансы,Индия",Саммит БРИКС
2016-10-16T00:03:00Z,53103,внешняя политика,Владимир Путин ответил на вопросы журналистов
2016-10-16T00:04:00Z,53104,"внешняя политика,экономика и финансы,Индия",Встреча лидеров БРИКС с главами делегаций государств – членов БИМСТЕК
2016-10-17T00:01:00Z,53106,"государственные финансы,наука и инновации",Совещание по вопросам финансирования фундаментальной науки
2016-10-18T00:01:00Z,53112,"поддержка предпринимательства,регионы",Съезд «Деловой России»
2016-10-18T00:02:00Z,53113,экономика и финансы,Совещание по экономическим вопросам
2016-10-18T00:03:00Z,53114,"борьба с терроризмом,внешняя политика,Ирак",Телефонный разговор с Премьер-министром Ирака Хайдаром Абади
2016-10-18T00:04:00Z,53115,"борьба с терроризмом,внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2016-10-19T00:01:00Z,53118,"внешняя политика,культура,религия,Франция",Приветствие участникам церемонии открытия Российского духовно-культурного православного центра в Париже
2016-10-19T00:02:00Z,53119,"внешняя политика,СМИ,Франция",Приветствие участникам и гостям Всемирного конгресса русской прессы в Париже
2016-10-19T00:03:00Z,53120,спорт,Встреча с Дмитрием Медведевым и Павлом Колобковым
2016-10-19T00:04:00Z,53124,госслужба,Внесены изменения в Указ о структуре федеральных органов исполнительной власти
2016-10-19T00:05:00Z,53125,"госслужба,спорт",Виталий Мутко назначен Заместителем Председателя Правительства
2016-10-19T00:06:00Z,53126,"госслужба,спорт",Павел Колобков назначен Министром спорта
2016-10-19T00:07:00Z,53121,"внешняя политика,Германия",Владимир Путин прибыл в Берлин
2016-10-20T00:01:00Z,53122,"внешняя политика,Германия,Украина,Франция",Переговоры в «нормандском формате»
2016-10-20T00:02:00Z,53127,"внешняя политика,Германия,Франция",Беседа с Ангелой Меркель и Франсуа Олландом
2016-10-20T00:03:00Z,53128,"внешняя политика,Германия",Заявление для прессы по итогам визита в Берлин
2016-10-20T00:04:00Z,53131,связь и телекоммуникации,Рабочая встреча с главой Минкомсвязи Николаем Никифоровым
