date,link,tag,text
2021-04-22T00:02:00Z,65425,"внешняя политика,климат",Саммит по вопросам климата
2021-04-22T00:03:00Z,65428,"внешняя политика,Республика Беларусь",Встреча с Президентом Белоруссии Александром Лукашенко
2021-04-23T00:01:00Z,65431,"внешняя политика,Таджикистан",Телефонный разговор с Президентом Таджикистана Эмомали Рахмоном
2021-04-23T00:02:00Z,65432,здравоохранение,Встреча с Татьяной Голиковой и Анной Поповой
2021-04-23T00:03:00Z,65433,"внешняя политика,Египет",Телефонный разговор с Президентом Египта Абдельфаттахом Сиси
2021-04-23T00:04:00Z,65436,"",Указ об установлении на территории Российской Федерации нерабочих дней в мае 2021 года
2021-04-23T00:05:00Z,65437,"",Указ о применении мер воздействия (противодействия) на недружественные действия иностранных государств
2021-04-24T00:01:00Z,65438,"внешняя политика,Армения",Телефонный разговор с Премьер-министром Армении Николом Пашиняном
2021-04-25T00:01:00Z,65434,"госнаграды,партии",Владимир Жириновский награждён орденом «За заслуги перед Отечеством» I степени
2021-04-26T00:01:00Z,65441,"внешняя политика,Туркменистан",Телефонный разговор с Президентом Туркменистана Гурбангулы Бердымухамедовым
2021-04-26T00:02:00Z,65443,"",Встреча с Председателем Центризбиркома Эллой Памфиловой
2021-04-26T00:03:00Z,65445,"внешняя политика,Сирия",Телефонный разговор с Президентом Сирии Башаром Асадом
2021-04-26T00:04:00Z,65450,"внешняя политика,Франция",Телефонный разговор с Президентом Франции Эммануэлем Макроном
2021-04-27T00:01:00Z,65453,"Великая Отечественная война,СМИ","Опубликован список журналистов, аккредитованных для освещения мероприятий, посвящённых 76-й годовщине Победы в Великой Отечественной войне"
2021-04-27T00:02:00Z,65456,"государственные финансы,демография,дети,школа,Санкт-Петербург",Встреча с членами Совета законодателей
2021-04-27T00:03:00Z,65457,"культура,Санкт-Петербург",Посещение Государственного Эрмитажа
2021-04-27T00:04:00Z,65460,"здравоохранение,регионы,Санкт-Петербург",Встреча с губернатором Санкт-Петербурга Александром Бегловым
2021-04-28T00:01:00Z,65463,"здравоохранение,регионы,Санкт-Петербург",Владимир Путин осмотрел станцию скорой медицинской помощи в Пушкине
2021-04-28T00:02:00Z,65465,"внешняя политика,Индия",Телефонный разговор с Премьер-министром Индии Нарендрой Моди
2021-04-29T00:01:00Z,65469,"поддержка предпринимательства,промышленность,экономика и финансы,Франция",Встреча с представителями деловых кругов Франции
2021-04-30T00:01:00Z,65471,"внешняя политика,Израиль",Соболезнования Премьер-министру Израиля Биньямину Нетаньяху
2021-04-30T00:02:00Z,65473,госнаграды,Указ о присвоении звания Героя Труда
2021-04-30T00:03:00Z,65475,"внешняя политика,национальная безопасность",Совещание с постоянными членами Совета Безопасности
2021-04-30T00:04:00Z,65478,"внешняя политика,Австрия",Телефонный разговор с Федеральным канцлером Австрии Себастианом Курцем
2021-05-02T00:01:00Z,65522,религия,Поздравление с праздником Пасхи
2021-05-02T00:02:00Z,65523,религия,Поздравление Патриарху Московскому и всея Руси Кириллу с праздником Пасхи
2021-05-04T00:01:00Z,65526,спорт,Видеообращение по случаю старта финального этапа Х Всероссийского фестиваля Ночной хоккейной лиги в Сочи
2021-05-05T00:01:00Z,65533,"внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2021-05-06T00:01:00Z,65534,здравоохранение,Рабочая встреча с Заместителем Председателя Правительства Татьяной Голиковой
2021-05-07T00:01:00Z,65538,"внешняя политика,Израиль",Телефонный разговор с Премьер-министром Израиля Биньямином Нетаньяху
2021-05-07T00:02:00Z,65539,"внешняя политика,Узбекистан",Телефонный разговор с Президентом Узбекистана Шавкатом Мирзиёевым
2021-05-07T00:03:00Z,65540,"",8 мая состоятся переговоры Владимира Путина с Президентом Таджикистана Эмомали Рахмоном
2021-05-08T00:01:00Z,65541,"Великая Отечественная война,внешняя политика",Поздравления лидерам и гражданам иностранных государств по случаю 76-й годовщины Победы в Великой Отечественной войне
2021-05-08T00:02:00Z,65542,"Великая Отечественная война,внешняя политика,Казахстан",Телефонный разговор с Президентом Казахстана Касым-Жомартом Токаевым
2021-05-08T00:03:00Z,65543,"Великая Отечественная война,внешняя политика,ОДКБ,ШОС,Таджикистан",Встреча с Президентом Таджикистана Эмомали Рахмоном
2021-05-09T00:01:00Z,65544,"Великая Отечественная война,Вооружённые Силы",Парад Победы на Красной площади
2021-05-09T00:02:00Z,65545,"Великая Отечественная война,Таджикистан",Возложение венка к Могиле Неизвестного Солдата
2021-05-09T00:03:00Z,65546,"внешняя политика,Республика Беларусь",Телефонный разговор с Президентом Белоруссии Александром Лукашенко
2021-05-10T00:01:00Z,65548,"внешняя политика,Азербайджан",Телефонный разговор с Президентом Азербайджана Ильхамом Алиевым
2021-05-10T00:02:00Z,65549,"внешняя политика,Киргизия,Таджикистан",Телефонный разговор с Президентом Киргизии Садыром Жапаровым
2021-05-10T00:03:00Z,65547,"внешняя политика,спорт",Встреча с президентом Международной федерации хоккея на льду Рене Фазелем
2021-05-10T00:04:00Z,65550,здравоохранение,Комментарий о ходе вакцинации в Российской Федерации
2021-05-10T00:05:00Z,65551,спорт,Гала-матч Ночной хоккейной лиги
2021-05-11T00:01:00Z,65552,"регионы,Республика Татарстан",Президенту доложено о ситуации в Казани
2021-05-11T00:02:00Z,65554,"здравоохранение,промышленность,регионы,социальная сфера,строительство,Красноярский край",Рабочая встреча с губернатором Красноярского края Александром Уссом
2021-05-12T00:01:00Z,65560,"внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2021-05-12T00:02:00Z,65561,"дети,особые экономические зоны,регионы,социальная сфера,транспорт,экономика и финансы,Омская область",Рабочая встреча с губернатором Омской области Александром Бурковым
2021-05-13T00:01:00Z,65564,религия,Поздравление российским мусульманам с праздником Ураза-байрам
2021-05-13T00:02:00Z,65566,"рынок труда,социальная сфера,школа",Совещание с членами Правительства
2021-05-13T00:03:00Z,65568,"внешняя политика,ООН",Беседа с Генеральным секретарём ООН Антониу Гутеррешем
2021-05-14T00:01:00Z,65570,"внешняя политика,Армения",Телефонный разговор с исполняющим обязанности Премьер-министра Армении Николом Пашиняном
2021-05-14T00:02:00Z,65572,"внешняя политика,национальная безопасность",Совещание с постоянными членами Совета Безопасности
2021-05-17T00:01:00Z,65587,энергетика,Встреча с председателем правления компании «НОВАТЭК» Леонидом Михельсоном
2021-05-17T00:02:00Z,65589,внешняя политика,18 мая состоится церемония вручения верительных грамот Президенту России послами иностранных государств
2021-05-17T00:03:00Z,65590,"внешняя политика,Казахстан",Телефонный разговор с Президентом Казахстана Касым-Жомартом Токаевым и Первым Президентом Казахстана Нурсултаном Назарбаевым
2021-05-18T00:01:00Z,65596,"",19 мая Президент примет участие в церемонии по случаю начала сооружения новых энергоблоков на Тяньваньской атомной электростанции и АЭС «Сюйдапу» в Китае
2021-05-18T00:02:00Z,65601,внешняя политика,Церемония вручения верительных грамот
2021-05-19T00:01:00Z,65606,"внешняя политика,энергетика,Китай",Запуск строительства новых энергоблоков на Тяньваньской атомной электростанции и АЭС «Сюйдапу»
2021-05-19T00:02:00Z,65607,"государственные финансы,дети,ЖКХ,здравоохранение,наука и инновации,переселение из аварийного жилья,поддержка предпринимательства,промышленность,регионы,рынок труда,социальная сфера,туризм",Совещание по реализации отдельных положений Послания Федеральному Собранию
2021-05-19T00:03:00Z,65610,"внешняя политика,Азербайджан",Телефонный разговор с Президентом Азербайджана Ильхамом Алиевым
2021-05-19T00:04:00Z,65612,"внешняя политика,Армения",Телефонный разговор с исполняющим обязанности Премьер-министра Армении Николом Пашиняном
2021-05-20T00:01:00Z,65615,"внешняя политика,ЕАЭС",21 мая Владимир Путин примет участие в заседании Высшего Евразийского экономического совета
2021-05-20T00:02:00Z,65618,Великая Отечественная война,Заседание Российского организационного комитета «Победа»
2021-05-20T00:03:00Z,65623,Великая Отечественная война,Указ о присвоении почётного звания «Город трудовой доблести»
2021-05-21T00:01:00Z,65620,"",Поздравление российским полярникам
2021-05-21T00:02:00Z,65627,"",24 мая состоятся переговоры Владимира Путина с Президентом Киргизии Садыром Жапаровым
2021-05-21T00:03:00Z,65626,"внешняя политика,ЕАЭС",Заседание Высшего Евразийского экономического совета
2021-05-21T00:04:00Z,65630,"внешняя политика,национальная безопасность",Совещание с постоянными членами Совета Безопасности
2021-05-22T00:01:00Z,65632,"наука и инновации,связь и телекоммуникации",Приветствие участникам онлайн-марафона «Новое знание»
2021-05-23T00:01:00Z,65638,"",Президенту доложено о ситуации с природными пожарами и паводками на территории России
2021-05-24T00:01:00Z,65642,религия,Поздравление Патриарху Московскому и всея Руси Кириллу с Днём тезоименитства
2021-05-24T00:02:00Z,65640,экономика и финансы,"Приветствие участникам, организаторам и гостям XXIV Петербургского международного экономического форума"
2021-05-24T00:03:00Z,65647,"внешняя политика,Киргизия",Встреча с Президентом Киргизии Садыром Жапаровым
2021-05-24T00:04:00Z,65650,религия,Владимир Путин поздравил Патриарха Московского и всея Руси Кирилла с Днём тезоименитства
2021-05-25T00:01:00Z,65652,"",Поздравление главам государств и правительств стран Африки
2021-05-25T00:02:00Z,65653,"Вооружённые Силы,национальная безопасность",Совещание с руководством Минобороны и представителями ОПК
2021-05-25T00:03:00Z,65654,"внешняя политика,Китай",Телефонный разговор с членом политбюро ЦК Компартии Китая Ян Цзечи
2021-05-25T00:04:00Z,65655,"внешняя политика,Соединённые Штаты Америки",16 июня в Женеве состоится встреча президентов России и США
2021-05-26T00:01:00Z,65677,"здравоохранение,экономика и финансы",Совещание по экономическим вопросам
2021-05-26T00:02:00Z,65678,"Вооружённые Силы,национальная безопасность",Совещание о ходе выполнения гособоронзаказа
2021-05-27T00:01:00Z,65679,"дети,здравоохранение","Видеообращение к участникам российского конгресса «Детская онкология, гематология и иммунология XXI века: от науки к практике»"
2021-05-27T00:02:00Z,65681,"",28 мая состоятся переговоры Владимира Путина с Президентом Белоруссии Александром Лукашенко
2021-05-27T00:03:00Z,65682,"Вооружённые Силы,национальная безопасность",Совещание с руководством Минобороны и представителями ОПК
2021-05-27T00:04:00Z,65686,"Вооружённые Силы,культура",Встреча с Министром обороны Сергеем Шойгу
2021-05-28T00:01:00Z,65689,Вооружённые Силы,Поздравление с Днём пограничника
2021-05-28T00:02:00Z,65690,"внешняя политика,Азербайджан",Поздравление Президенту Азербайджана с Днём Республики
2021-05-28T00:03:00Z,65694,"внешняя политика,Сирия",Поздравление Башару Асаду с победой на выборах Президента Сирии
2021-05-28T00:04:00Z,65695,национальная безопасность,Совещание с постоянными членами Совета Безопасности
2021-05-28T00:05:00Z,65699,"внешняя политика,Республика Беларусь",Встреча с Президентом Белоруссии Александром Лукашенко
2021-05-29T00:01:00Z,65703,"внешняя политика,Республика Беларусь",Неформальная встреча с Президентом Белоруссии Александром Лукашенко
2021-05-31T00:01:00Z,65705,дети,Встреча с Уполномоченным по правам ребёнка Анной Кузнецовой
2021-05-31T00:02:00Z,65707,"промышленность,регионы,Республика Татарстан",Открытие предприятия по серийному выпуску автомобилей «Аурус»
2021-06-01T00:01:00Z,65712,дети,Видеообращение к участникам фестиваля «Большая перемена»
2021-06-01T00:02:00Z,65715,дети,"Встреча с семьями, награждёнными орденом «Родительская слава»"
2021-06-01T00:03:00Z,65718,"внешняя политика,национальная безопасность",Совещание с постоянными членами Совета Безопасности
2021-06-02T00:01:00Z,65726,"внешняя политика,Филиппины",Телефонный разговор с Президентом Филиппин Родриго Дутерте
2021-06-02T00:02:00Z,65729,"",4 июня Владимир Путин примет участие в мероприятиях Петербургского международного экономического форума
2021-06-02T00:03:00Z,65728,"дети,социальная сфера,туризм",Совещание с членами Правительства
2021-06-02T00:04:00Z,65730,партии,Встреча с представителями партии «Единая Россия»
2021-06-02T00:05:00Z,65732,"банки,внешняя политика",Телефонный разговор с президентом Группы Всемирного банка Дэвидом Мэлпассом
2021-06-03T00:01:00Z,65740,"инвестиции,экономика и финансы",Церемония подписания инвестиционных соглашений в рамках Петербургского международного экономического форума
2021-06-03T00:02:00Z,65742,"внешняя политика,Куба",Телефонный разговор с Раулем Кастро
2021-06-04T00:01:00Z,65746,внешняя политика,Пленарное заседание Петербургского международного экономического форума
2021-06-04T00:02:00Z,65747,"внешняя политика,поддержка предпринимательства",Встреча с руководителями иностранных компаний
2021-06-04T00:03:00Z,65748,"внешняя политика,здравоохранение,инвестиции",Встреча с представителями международного инвестиционного сообщества и иностранных компаний – производителей вакцины «Спутник V»
2021-06-04T00:04:00Z,65749,"внешняя политика,СМИ",Встреча с руководителями международных информагентств
2021-06-05T00:01:00Z,65751,культура,Открытие памятника Александру III в Гатчинском дворце
2021-06-07T00:01:00Z,65753,промышленность,Встреча с директором Федеральной службы по военно-техническому сотрудничеству Дмитрием Шугаевым
2021-06-07T00:02:00Z,65757,внешняя политика,Телефонный разговор с Председателем Европейского совета Шарлем Мишелем
2021-06-08T00:01:00Z,65766,"",9 июня Президент примет участие в запуске Амурского газоперерабатывающего завода компании «Газпром»
2021-06-08T00:02:00Z,65764,социальная сфера,Встреча с представителями социальных организаций
2021-06-09T00:01:00Z,65771,госпремии,Объявлены лауреаты Государственной премии 2020 года
2021-06-09T00:02:00Z,65772,"промышленность,энергетика,Амурская область",Церемония запуска первой технологической линии Амурского ГПЗ
2021-06-09T00:03:00Z,65774,"внешняя политика,СМИ",Интервью телеканалу «Россия»
2021-06-10T00:01:00Z,65775,промышленность,Рабочая встреча с главой Минпромторга Денисом Мантуровым
2021-06-10T00:02:00Z,65781,"внешняя политика,Монголия",Поздравление Ухнагийн Хурэлсуху с победой на выборах Президента Монголии
2021-06-11T00:01:00Z,65824,"",Совещание с постоянными членами Совета Безопасности
2021-06-12T00:01:00Z,65852,"госнаграды,госпремии",Вручение медалей Героя Труда и Государственных премий Российской Федерации
2021-06-12T00:02:00Z,65855,"госпремии,здравоохранение",Общение с лауреатами Государственных премий и Героями Труда Российской Федерации
2021-06-12T00:03:00Z,65856,культура,Посещение Третьяковской галереи
2021-06-14T00:01:00Z,65858,"внешняя политика,СМИ",Интервью телеканалу «Россия»
2021-06-14T00:02:00Z,65861,"внешняя политика,СМИ",Интервью американской телекомпании NBC
2021-06-15T00:01:00Z,65863,здравоохранение,Указ о временных мерах по урегулированию правового положения иностранных граждан и лиц без гражданства в Российской Федерации в период преодоления последствий распространения новой коронавирусной инфекции (COVID-19)
2021-06-15T00:02:00Z,65862,"дети,школа",Встреча с Министром просвещения Сергеем Кравцовым
2021-06-16T00:01:00Z,65868,"внешняя политика,Соединённые Штаты Америки,Швейцария",Владимир Путин прибыл в Швейцарию
2021-06-16T00:02:00Z,65869,"внешняя политика,Соединённые Штаты Америки",Российско-американские переговоры
2021-06-16T00:03:00Z,65870,"внешняя политика,СМИ,Соединённые Штаты Америки",Пресс-конференция по итогам российско-американских переговоров
2021-06-16T00:04:00Z,65871,"внешняя политика,Швейцария",Встреча с Президентом Швейцарии Ги Пармеленом
2021-06-17T00:01:00Z,65873,"вузы,госслужба,профессиональное образование",Встреча с выпускниками программы развития кадрового резерва Высшей школы госуправления РАНХиГС
2021-06-17T00:02:00Z,65875,"регионы,Хабаровский край",Рабочая встреча с врио губернатора Хабаровского края Михаилом Дегтярёвым
2021-06-17T00:03:00Z,65879,"",Указ о назначении выборов депутатов Государственной Думы
2021-06-18T00:01:00Z,65881,"внешняя политика,национальная безопасность",Совещание с постоянными членами Совета Безопасности
2021-06-18T00:02:00Z,65883,"внешняя политика,ООН",Поздравление Антониу Гутеррешу по случаю переизбрания на пост Генерального секретаря ООН
2021-06-19T00:01:00Z,65886,партии,Съезд партии «Единая Россия»
2021-06-19T00:02:00Z,65889,"внешняя политика,Иран",Поздравление Сейеду Эбрахиму Раиси с победой на выборах Президента Ирана
2021-06-20T00:01:00Z,65888,здравоохранение,Поздравление с Днём медицинского работника
2021-06-20T00:02:00Z,65890,СМИ,30 июня выйдет в эфир «Прямая линия с Владимиром Путиным»
2021-06-21T00:01:00Z,65893,"регионы,Республика Крым",Поручения в связи с наводнениями в Крыму
2021-06-21T00:02:00Z,65894,"",Встреча с депутатами Государственной Думы седьмого созыва
2021-06-21T00:03:00Z,65895,промышленность,Встреча с главой «Норникеля» Владимиром Потаниным
2021-06-21T00:04:00Z,65897,спорт,Встреча с президентом ФИФА Джанни Инфантино
2021-06-22T00:01:00Z,65899,"Великая Отечественная война,внешняя политика","Статья Владимира Путина «Быть открытыми, несмотря на прошлое»"
2021-06-22T00:02:00Z,65900,Великая Отечественная война,Возложение цветов к Могиле Неизвестного Солдата
2021-06-22T00:03:00Z,65902,"Великая Отечественная война,внешняя политика,Германия",Телефонный разговор с Федеральным канцлером Германии Ангелой Меркель
2021-06-22T00:04:00Z,65903,"Великая Отечественная война,внешняя политика,Куба",Телефонный разговор с Президентом Кубы Мигелем Диас-Канелем Бермудесом
2021-06-23T00:01:00Z,65904,"внешняя политика,национальная безопасность",Видеообращение к участникам и гостям IX Московской конференции по международной безопасности
2021-06-23T00:02:00Z,65907,"здравоохранение,инвестиции,информационное общество,профессиональное образование,социальная сфера",Совещание с членами Правительства
2021-06-23T00:03:00Z,65911,"регионы,социальная сфера,экономика и финансы,Чеченская Республика",Рабочая встреча с главой Чечни Рамзаном Кадыровым
2021-06-23T00:04:00Z,65913,"внешняя политика,Азербайджан",Телефонный разговор с Президентом Азербайджана Ильхамом Алиевым
2021-06-24T00:01:00Z,65918,"наука и инновации,промышленность,транспорт",Встреча с главой госкорпорации «Ростех» Сергеем Чемезовым
2021-06-24T00:02:00Z,65920,"внешняя политика,Армения",Телефонный разговор с исполняющим обязанности Премьер-министра Армении Николом Пашиняном
2021-06-24T00:03:00Z,65924,"внешняя политика,Турция",Телефонный разговор с Президентом Турции Реджепом Тайипом Эрдоганом
2021-06-25T00:01:00Z,65925,школа,Видеообращение к выпускникам школ
2021-06-25T00:02:00Z,65927,"внешняя политика,национальная безопасность",Совещание с постоянными членами Совета Безопасности
2021-06-25T00:03:00Z,65928,"внешняя политика,Китай",28 июня состоится беседа Владимира Путина с Председателем КНР Си Цзиньпином
2021-06-25T00:04:00Z,65929,"внешняя политика,Катар",Телефонный разговор с Эмиром Катара Тамимом Бен Хамадом Аль Тани
2021-06-28T00:01:00Z,65940,"внешняя политика,Китай",Беседа с Председателем КНР Си Цзиньпином
2021-06-28T00:02:00Z,65942,"Вооружённые Силы,вузы",Встреча с выпускниками военных вузов
2021-06-29T00:01:00Z,65962,"внешняя политика,Туркменистан",Телефонный разговор с Президентом Туркменистана Гурбангулы Бердымухамедовым
2021-06-29T00:02:00Z,65964,"внешняя политика,Казахстан",30 июня состоится встреча Владимира Путина с Первым Президентом Казахстана Нурсултаном Назарбаевым
2021-06-29T00:03:00Z,65966,"внешняя политика,Республика Беларусь",1 июля Владимир Путин совместно с Президентом Белоруссии Александром Лукашенко в режиме видеоконференции примет участие в пленарном заседании восьмого Форума регионов России и Белоруссии
2021-06-29T00:04:00Z,65968,"",Совещание по подготовке программы «Прямая линия»
2021-06-30T00:01:00Z,65973,СМИ,Прямая линия с Владимиром Путиным
2021-06-30T00:02:00Z,65974,спорт,Встреча с олимпийской сборной России
2021-06-30T00:03:00Z,65975,"внешняя политика,Казахстан",Встреча с Нурсултаном Назарбаевым
2021-07-01T00:01:00Z,65981,"внешняя политика,Республика Беларусь",Телефонный разговор с Президентом Белоруссии Александром Лукашенко
2021-07-01T00:02:00Z,65982,"внешняя политика,Республика Беларусь",VIII Форум регионов России и Белоруссии
2021-07-02T00:01:00Z,66033,социальная сфера,"Указ о единовременной выплате семьям, имеющим детей"
2021-07-02T00:02:00Z,66034,"",Виталий Игнатенко назначен генеральным директором АНО «Общественное телевидение России»
2021-07-02T00:03:00Z,66035,"национальная безопасность,связь и телекоммуникации",Совещание с постоянными членами Совета Безопасности
2021-07-02T00:04:00Z,66050,"",Ярослав Кузьминов награждён орденом «За заслуги перед Отечеством» II степени
2021-07-02T00:05:00Z,66098,национальная безопасность,Президент утвердил Стратегию национальной безопасности
2021-07-02T00:06:00Z,66055,"внешняя политика,Франция",Телефонный разговор с Президентом Франции Эммануэлем Макроном
2021-07-03T00:01:00Z,66077,"внешняя политика,Республика Беларусь",Поздравление Президенту Белоруссии Александру Лукашенко с Днём независимости
2021-07-05T00:01:00Z,66131,"Вооружённые Силы,промышленность",Встреча с Заместителем Председателя Правительства Юрием Борисовым
2021-07-05T00:02:00Z,66137,"",Соболезнования в связи с кончиной Владимира Меньшова
2021-07-05T00:03:00Z,66138,"внешняя политика,Израиль",Телефонный разговор с Премьер-министром Израиля Нафтали Беннетом
2021-07-05T00:04:00Z,66143,"внешняя политика,ОДКБ,Таджикистан",Телефонный разговор с Президентом Таджикистана Эмомали Рахмоном
2021-07-05T00:05:00Z,66144,"внешняя политика,ОДКБ,Узбекистан",Телефонный разговор с Президентом Узбекистана Шавкатом Мирзиёевым
2021-07-06T00:01:00Z,66145,"внешняя политика,Казахстан",Телефонный разговор с Нурсултаном Назарбаевым
2021-07-06T00:02:00Z,66148,"внешняя политика,Армения",7 июля Владимир Путин встретится с исполняющим обязанности Премьер-министра Армении Николом Пашиняном
2021-07-06T00:03:00Z,66146,"регионы,Кемеровская область – Кузбасс",Поездка в Кемеровскую область – Кузбасс
2021-07-06T00:04:00Z,66149,"регионы,Кемеровская область – Кузбасс",Торжественный вечер по случаю 300-летия Кузбасса
2021-07-06T00:05:00Z,66150,"регионы,Кемеровская область – Кузбасс",Встреча с губернатором Кемеровской области Сергеем Цивилёвым
2021-07-07T00:01:00Z,66153,"внешняя политика,права человека,правопорядок",Обращение к участникам конференции руководителей прокуратур европейских государств
2021-07-07T00:02:00Z,66151,Камчатский край,Соболезнования в связи с крушением самолёта Ан-26 в Камчатском крае
2021-07-07T00:03:00Z,66160,"",Совещание с членами Правительства
2021-07-07T00:04:00Z,66161,"внешняя политика,Армения",Встреча с исполняющим обязанности Премьер-министра Армении Николом Пашиняном
2021-07-08T00:01:00Z,66162,"дети,школа",Встреча с финалистами конкурса «Большая перемена»
2021-07-08T00:02:00Z,66163,"безопасность на дорогах,транспорт",Ввод в эксплуатацию Центральной кольцевой автомобильной дороги Московской области
2021-07-09T00:01:00Z,66168,"внешняя политика,Монголия",Телефонный разговор с Президентом Монголии Ухнагийн Хурэлсухом
2021-07-09T00:02:00Z,66169,"национальная безопасность,правопорядок",Совещание с постоянными членами Совета Безопасности
2021-07-09T00:03:00Z,66172,"внешняя политика,Соединённые Штаты Америки",Телефонный разговор с Президентом США Джозефом Байденом
2021-07-10T00:01:00Z,66167,вузы,Обращение к выпускникам высших учебных заведений
2021-07-10T00:02:00Z,66174,Челябинская область,Президент заслушал доклад губернатора Челябинской области о ситуации с природными пожарами в регионе
2021-07-12T00:01:00Z,66178,поддержка предпринимательства,Встреча с Уполномоченным по защите прав предпринимателей Борисом Титовым
2021-07-12T00:02:00Z,66181,"внешняя политика,Украина",Статья Владимира Путина «Об историческом единстве русских и украинцев»
2021-07-12T00:03:00Z,66182,"внешняя политика,Украина",Стаття Володимира Путіна «Про історичну єдність росіян та українців»
2021-07-13T00:01:00Z,66185,"внешняя политика,Республика Беларусь",Встреча с Президентом Белоруссии Александром Лукашенко
2021-07-13T00:02:00Z,66191,"внешняя политика,Украина",Владимир Путин ответил на вопросы о статье «Об историческом единстве русских и украинцев»
2021-07-14T00:01:00Z,66193,"внешняя политика,Франция",Поздравление Президенту Франции Эммануэлю Макрону с национальным праздником – Днём взятия Бастилии
2021-07-14T00:02:00Z,66195,"внешняя политика,климат,экология,Соединённые Штаты Америки",Телефонный разговор со спецпредставителем Президента США по вопросам климата Джоном Керри
2021-07-14T00:03:00Z,66194,"государственные финансы,экономика и финансы",Встреча с председателем госкорпорации развития «ВЭБ.РФ» Игорем Шуваловым
2021-07-15T00:01:00Z,66199,"промышленность,транспорт",Встреча с главой Объединённой авиастроительной корпорации Юрием Слюсарем
2021-07-15T00:02:00Z,66202,"",16 июля Владимир Путин примет участие в неформальной встрече лидеров экономик форума АТЭС
2021-07-16T00:01:00Z,66209,"АТЭС,внешняя политика",Встреча лидеров экономик форума АТЭС
2021-07-19T00:01:00Z,66215,"внешняя политика,Азербайджан",20 июля в Москве состоятся российско-азербайджанские переговоры
2021-07-19T00:02:00Z,66217,"",Заседание Совета по стратегическому развитию и национальным проектам
2021-07-20T00:01:00Z,66220,"культура,религия",Поздравление мусульманам России с праздником Курбан-байрам
2021-07-20T00:02:00Z,66224,"промышленность,транспорт,Московская область",Посещение Международного авиационно-космического салона МАКС-2021
2021-07-20T00:03:00Z,66227,"промышленность,транспорт",Совещание по вопросу реализации ключевых проектов гражданского авиастроения
2021-07-20T00:04:00Z,66228,"внешняя политика,Азербайджан",Встреча с Президентом Азербайджана Ильхамом Алиевым
2021-07-21T00:01:00Z,66232,"",Совещание с членами Правительства
2021-07-21T00:02:00Z,66234,"внешняя политика,Китай",Соболезнования Председателю КНР Си Цзиньпину
2021-07-21T00:03:00Z,66235,"внешняя политика,энергетика,Германия",Телефонный разговор с Федеральным канцлером Германии Ангелой Меркель
2021-07-22T00:01:00Z,66239,"промышленность,транспорт",Встреча с главой Объединённой судостроительной корпорации Алексеем Рахмановым
2021-07-22T00:02:00Z,66240,"внешняя политика,Таджикистан",Телефонный разговор с Президентом Таджикистана Эмомали Рахмоном
2021-07-22T00:03:00Z,66241,"внешняя политика,Армения",Телефонный разговор с исполняющим обязанности Премьер-министра Армении Николом Пашиняном
2021-07-23T00:01:00Z,66243,"внешняя политика,национальная безопасность,экономика и финансы",Совещание с постоянными членами Совета Безопасности
2021-07-24T00:01:00Z,66248,"внешняя политика,Узбекистан",Телефонный разговор с Президентом Узбекистана Шавкатом Мирзиёевым
2021-07-24T00:02:00Z,66252,"внешняя политика,Казахстан",Телефонный разговор с Президентом Казахстана Касым-Жомартом Токаевым
2021-07-25T00:01:00Z,66253,"госслужба,правоохранительные органы,правопорядок",Обращение по случаю Дня сотрудника органов следствия
2021-07-25T00:02:00Z,66254,"Вооружённые Силы,Санкт-Петербург",Главный военно-морской парад
2021-07-25T00:03:00Z,66255,"промышленность,Санкт-Петербург",Спуск на воду супертраулера «Механик Сизов»
